user_id,age,gender,city,monthly_income,credit_score,employment_status,created_at
U000367,36,F,San Yuridia de la Montaña,24772.6,711,Self-Employed,2024-10-06
U000368,29,M,San Wendolin los bajos,15578.05,719,Salaried,2025-09-26
U000369,52,F,Vieja Saint Kitts y Nevis,36289.53,752,Salaried,2024-07-21
U000370,35,M,San Bernardo los altos,4426.99,620,Salaried,2024-12-20
U000371,70,F,Nueva Sudán del Sur,9183.0,695,Retired,2024-11-30
U000372,36,F,Nueva Japón,18225.84,657,Self-Employed,2025-09-08
U000373,47,M,San Camila los bajos,14943.92,658,Salaried,2025-02-09
U000374,32,F,Vieja República de Macedonia del Norte,9256.57,618,Retired,2025-07-10
U000375,69,F,Vieja Argelia,7677.58,638,Salaried,2024-04-10
U000376,43,M,San Horacio los bajos,7438.88,721,Salaried,2024-08-20
U000377,25,F,Nueva China,7557.99,775,Salaried,2025-02-03
U000378,65,F,San Ángela de la Montaña,17961.59,707,Salaried,2025-06-19
U000379,70,F,Nueva Zambia,7982.33,720,Salaried,2025-01-07
U000380,32,F,Vieja Maldivas,9458.01,680,Salaried,2024-11-08
U000381,74,F,San Cristina los bajos,62072.03,745,Retired,2024-07-21
U000382,32,M,San Raquel los altos,26623.88,664,Self-Employed,2024-01-26
U000383,47,F,Nueva Congo,13082.19,757,Self-Employed,2025-06-29
U000384,25,M,Nueva Grecia,9171.17,744,Salaried,2024-10-31
U000385,20,F,San Mercedes los altos,20427.78,657,Retired,2024-10-30
U000386,25,M,San Georgina de la Montaña,19524.88,720,Salaried,2025-06-30
U000387,52,M,Vieja Marruecos,19401.12,632,Salaried,2024-02-16
U000388,41,F,San Rosalia los bajos,8636.2,669,Salaried,2025-01-04
U000389,64,M,San Amalia de la Montaña,12776.21,719,Unemployed,2024-09-24
U000390,59,M,Nueva Eritrea,14862.86,640,Self-Employed,2024-07-13
U000391,57,F,Nueva Gambia,16782.95,719,Retired,2024-07-03
U000392,35,M,San Carla de la Montaña,18692.44,729,Self-Employed,2024-12-12
U000393,31,F,San Delia de la Montaña,22034.25,705,Salaried,2024-09-12
U000394,33,F,Vieja Bélgica,12808.96,612,Salaried,2024-09-25
U000395,61,F,Vieja Angola,17288.05,706,Salaried,2024-11-13
U000396,59,F,Vieja República Dominicana,15724.06,644,Salaried,2024-10-20
U000397,35,M,San Timoteo los bajos,6983.92,716,Retired,2024-07-03
U000398,72,F,Vieja Antigua y Barbuda,13046.39,726,Salaried,2024-07-31
U000399,31,M,Vieja Togo,13588.66,680,Salaried,2025-11-05
U000400,39,M,San Augusto los bajos,23458.08,672,Retired,2025-09-07
U000401,68,M,Nueva Mauricio,14152.87,679,Salaried,2025-02-21
U000402,66,M,San Ofelia de la Montaña,10293.85,680,Salaried,2024-09-24
U000403,70,M,San Ivonne de la Montaña,15264.43,681,Salaried,2024-08-06
U000404,27,M,Nueva Palau,28380.39,656,Salaried,2025-03-27
U000405,27,M,Nueva Japón,11942.72,657,Salaried,2024-08-20
U000406,69,M,Nueva Brunei Darussalam,31830.71,724,Salaried,2024-03-14
U000407,73,M,San Elvia de la Montaña,24812.6,651,Salaried,2025-03-03
U000408,40,M,Nueva Dinamarca,15681.39,721,Salaried,2025-07-14
U000409,19,M,San Marisol los altos,14035.85,716,Salaried,2025-07-04
U000410,26,F,San Raúl los altos,9795.0,729,Salaried,2025-03-29
U000411,65,M,San Soledad los bajos,53068.5,721,Salaried,2024-03-18
U000412,67,F,San Ángel los bajos,10226.1,751,Salaried,2024-10-30
U000413,24,F,San Gerardo los altos,34466.51,675,Salaried,2024-01-04
U000414,57,M,San Natividad de la Montaña,10382.61,677,Self-Employed,2024-07-20
U000415,73,F,San María Cristina de la Montaña,5963.0,655,Salaried,2024-01-05
U000416,19,M,San Gonzalo de la Montaña,7313.78,636,Retired,2025-04-05
U000417,72,F,Vieja Mozambique,13084.57,708,Salaried,2025-02-14
U000418,24,F,Vieja República Democrática Popular Lao,33870.52,655,Self-Employed,2025-04-11
U000419,46,M,Vieja Samoa,24115.1,688,Unemployed,2024-11-25
U000420,38,M,Nueva Mónaco,12969.06,708,Salaried,2024-02-10
U000421,35,F,San Arturo los altos,6811.49,689,Salaried,2025-04-06
U000422,56,F,Nueva Francia,14762.88,712,Salaried,2025-05-24
U000423,56,F,San Marcela los altos,15890.89,792,Salaried,2025-01-01
U000424,62,M,Vieja Kuwait,9112.08,668,Unemployed,2025-11-03
U000425,59,M,San Julia los bajos,9192.25,666,Salaried,2025-07-15
U000426,74,M,San Rufino de la Montaña,9114.01,743,Salaried,2025-07-27
U000427,70,F,San Andrés los bajos,31329.1,693,Salaried,2024-02-03
U000428,64,M,San Gloria los bajos,8107.84,708,Salaried,2025-06-06
U000429,38,F,Vieja Benin,9591.82,703,Salaried,2025-02-16
U000430,27,F,Vieja Indonesia,15089.49,617,Salaried,2025-04-14
U000431,71,M,San Catalina los altos,33809.7,791,Salaried,2025-05-25
U000432,24,F,Vieja República de Macedonia del Norte,9249.52,655,Self-Employed,2024-09-09
U000433,53,M,San Carolina los altos,15859.42,705,Salaried,2025-05-20
U000434,53,F,Vieja Palau,19833.48,776,Self-Employed,2024-08-29
U000435,44,F,Vieja Indonesia,12014.05,652,Unemployed,2024-04-10
U000436,66,F,Vieja Nigeria,5839.55,659,Unemployed,2024-04-19
U000437,64,M,Nueva Comoras,13096.81,766,Retired,2024-01-20
U000438,56,F,San Benito los altos,9793.1,696,Salaried,2025-07-12
U000439,54,M,Vieja San Vicente y las Granadinas,13228.73,737,Salaried,2024-03-02
U000440,48,M,San Cristian de la Montaña,60849.53,713,Self-Employed,2024-04-10
U000441,40,F,Vieja Austria,9960.04,721,Salaried,2024-10-06
U000442,35,M,San Zoé los altos,20113.27,761,Self-Employed,2024-05-24
U000443,72,M,San Santiago los bajos,18965.12,690,Self-Employed,2025-06-28
U000444,60,F,San Eugenia los altos,19041.82,743,Salaried,2024-05-25
U000445,35,F,San Mariano de la Montaña,21857.28,709,Retired,2024-09-02
U000446,40,M,San María Teresa los bajos,25336.59,742,Salaried,2025-07-18
U000447,27,F,San Nadia los altos,30616.53,720,Salaried,2024-10-12
U000448,65,M,Nueva Samoa,12085.11,700,Salaried,2024-03-08
U000449,51,M,San Amelia los altos,27554.07,670,Salaried,2024-11-29
U000450,47,F,San Perla de la Montaña,16667.3,674,Salaried,2025-05-27
U000451,37,F,Vieja Bhután,13592.14,733,Self-Employed,2025-07-06
U000452,54,M,Vieja Mónaco,14982.82,693,Unemployed,2025-10-25
U000453,27,M,Vieja Bosnia y Herzegovina,5908.14,699,Self-Employed,2025-10-29
U000454,21,M,Vieja Japón,19678.67,766,Salaried,2025-11-13
U000455,60,F,Vieja Bahamas,11107.02,699,Salaried,2024-09-24
U000456,46,F,San Eugenio los bajos,15516.05,751,Salaried,2024-01-24
U000457,66,M,San Esparta de la Montaña,12617.28,706,Salaried,2024-07-26
U000458,25,F,Vieja Chipre,19239.83,689,Self-Employed,2024-03-07
U000459,55,F,Vieja Namibia,10220.39,695,Salaried,2025-05-15
U000460,37,M,Vieja Micronesia,25442.57,652,Salaried,2025-03-13
U000461,56,M,Nueva Angola,14469.26,664,Salaried,2024-06-07
U000462,37,M,Nueva República Centroafricana,27365.22,634,Self-Employed,2025-11-21
U000463,66,F,San Blanca los bajos,9553.35,707,Salaried,2024-05-24
U000464,25,M,San Carlos de la Montaña,34177.21,694,Salaried,2024-05-25
U000465,45,M,San Timoteo los altos,9574.71,757,Salaried,2024-11-11
U000466,52,M,Nueva Omán,5603.75,593,Salaried,2025-02-27
U000467,71,F,Nueva Ucrania,17396.23,682,Salaried,2024-03-12
U000468,73,M,San Luis Miguel de la Montaña,7239.16,722,Salaried,2025-03-13
U000469,47,M,San Fabiola los altos,15464.16,666,Unemployed,2024-10-10
U000470,54,F,Nueva Perú,6196.98,718,Salaried,2024-08-28
U000471,63,F,Nueva Liberia,19734.44,697,Salaried,2025-09-30
U000472,43,M,San Alvaro los altos,40456.48,669,Retired,2024-09-17
U000473,28,F,San Flavio los altos,5349.11,641,Self-Employed,2023-12-04
U000474,41,M,San Ángel los bajos,12999.27,693,Salaried,2024-05-27
U000475,24,M,Vieja Chad,11559.45,687,Salaried,2023-12-26
U000476,43,M,San Patricio los bajos,6304.86,735,Salaried,2025-08-14
U000477,37,F,Vieja Trinidad y Tabago,12717.18,725,Salaried,2024-11-27
U000478,67,M,Nueva Barbados,16409.82,718,Salaried,2025-05-31
U000479,58,M,San Alejandro los bajos,18804.67,715,Salaried,2024-04-26
U000480,30,F,Nueva Australia,19646.09,737,Salaried,2024-07-24
U000481,70,M,San Noelia los bajos,15031.64,728,Salaried,2025-08-16
U000482,27,F,San Flavio de la Montaña,12659.44,733,Salaried,2025-06-29
U000483,56,M,Vieja Kazajstán,8903.19,758,Self-Employed,2025-09-21
U000484,59,M,Vieja Grecia,13041.67,635,Salaried,2024-02-26
U000485,67,F,San Marco Antonio los bajos,14427.09,670,Salaried,2025-06-21
U000486,54,F,San Judith los bajos,22123.29,673,Self-Employed,2024-04-15
U000487,74,F,San Miriam los bajos,10221.92,621,Unemployed,2025-11-08
U000488,58,F,San Armando los altos,10184.44,592,Salaried,2024-10-16
U000489,22,F,Vieja Samoa,5164.99,696,Salaried,2025-08-21
U000490,37,F,Vieja Irlanda,21407.15,706,Salaried,2024-02-09
U000491,40,M,Vieja Suecia,7478.7,675,Salaried,2024-07-08
U000492,46,M,San Marisela los altos,13330.88,639,Salaried,2025-06-01
U000493,71,F,San Daniela los altos,32926.69,753,Salaried,2024-10-31
U000494,73,M,San Marisela de la Montaña,11700.91,699,Self-Employed,2025-06-08
U000495,50,F,San Sessa los bajos,15139.0,608,Salaried,2024-06-22
U000496,53,M,Nueva Suriname,11518.31,660,Salaried,2025-03-31
U000497,69,M,San José los altos,7324.85,680,Salaried,2025-08-05
U000498,48,M,Nueva China,39285.54,738,Retired,2025-09-11
U000499,46,M,San Aldo de la Montaña,9483.35,705,Self-Employed,2024-01-13
U000500,71,F,Vieja Kenya,30934.06,753,Retired,2024-09-14
U000501,23,M,Nueva Tailandia,13846.37,649,Salaried,2024-11-05
U000502,63,F,San José Emilio los bajos,20311.33,717,Retired,2025-07-06
U000503,51,M,Nueva Polonia,22859.36,723,Salaried,2024-09-02
U000504,36,F,San Humberto los altos,25077.63,671,Salaried,2024-06-25
U000505,39,M,Nueva Arabia Saudita,29449.62,706,Self-Employed,2025-06-15
U000506,59,F,Vieja Papua Nueva Guinea,46404.72,698,Salaried,2024-09-17
U000507,24,F,Vieja Georgia,37857.27,707,Salaried,2025-05-21
U000508,64,M,San Ernesto los altos,9037.6,671,Salaried,2024-06-30
U000509,55,M,San Elvira de la Montaña,11023.58,705,Retired,2024-03-06
U000510,37,F,Vieja Cuba,18282.53,663,Salaried,2025-10-20
U000511,63,M,San Asunción los altos,13165.92,780,Salaried,2025-09-08
U000512,42,F,San Yeni los bajos,37666.48,726,Self-Employed,2025-05-26
U000513,60,M,Vieja Honduras,13667.86,698,Self-Employed,2025-09-13
U000514,45,F,Nueva Kenya,19304.83,650,Salaried,2024-12-21
U000515,37,M,Nueva Emiratos Árabes Unidos,11448.04,613,Retired,2025-07-29
U000516,39,F,Nueva Nueva Zelandia,16975.63,712,Salaried,2023-12-12
U000517,26,M,San Perla los altos,9997.48,735,Salaried,2024-09-03
U000518,72,M,San Pedro de la Montaña,6403.12,633,Salaried,2025-03-11
U000519,52,M,Nueva Indonesia,15285.67,733,Self-Employed,2024-09-26
U000520,74,M,San Olivia los bajos,36693.56,705,Salaried,2025-07-11
U000521,27,M,San René de la Montaña,25519.76,687,Salaried,2024-02-27
U000522,62,M,San Tomás de la Montaña,12045.23,728,Self-Employed,2024-11-05
U000523,20,F,San Noemí los bajos,19759.58,616,Salaried,2024-02-29
U000524,64,M,Nueva Marruecos,32400.34,769,Retired,2024-12-16
U000525,57,F,Nueva Papua Nueva Guinea,9178.9,703,Self-Employed,2024-03-19
U000526,68,F,San Daniel de la Montaña,17969.27,712,Salaried,2024-07-29
U000527,33,F,Vieja Papua Nueva Guinea,9602.87,649,Retired,2025-10-17
U000528,68,F,San Arcelia los bajos,13156.45,744,Retired,2024-04-22
U000529,30,F,San Carmen los altos,18511.73,668,Self-Employed,2024-07-14
U000530,54,F,Nueva Rumania,21226.79,584,Salaried,2025-02-15
U000531,36,F,Nueva Sudán del Sur,26615.78,625,Salaried,2025-03-21
U000532,44,M,San Ramón de la Montaña,10748.65,637,Self-Employed,2025-08-23
U000533,69,M,Nueva Austria,6143.75,737,Unemployed,2025-04-03
U000534,21,F,San Uriel de la Montaña,10090.8,684,Unemployed,2025-07-09
U000535,53,M,San Serafín los altos,12988.86,708,Self-Employed,2023-12-15
U000536,51,M,San Soledad los altos,13989.93,638,Salaried,2024-07-03
U000537,66,M,San Maximiliano de la Montaña,24288.54,687,Salaried,2025-08-08
U000538,75,M,San Héctor los bajos,5250.35,675,Self-Employed,2024-01-17
U000539,23,M,Nueva Mauritania,32874.61,728,Self-Employed,2024-10-09
U000540,74,F,San Marisol de la Montaña,10837.95,683,Retired,2024-08-12
U000541,44,M,Vieja Ucrania,11015.06,766,Salaried,2024-07-27
U000542,41,M,San Leonor de la Montaña,16800.46,704,Salaried,2025-07-04
U000543,23,F,San Noelia los altos,24789.37,695,Salaried,2024-02-12
U000544,38,M,San Fabiola los bajos,11436.61,672,Self-Employed,2024-02-25
U000545,59,F,San María del Carmen de la Montaña,12797.94,690,Self-Employed,2024-03-10
U000546,26,M,Nueva Guyana,20672.87,685,Salaried,2024-09-15
U000547,71,F,San Felix de la Montaña,20735.12,703,Self-Employed,2025-08-14
U000548,26,F,San Reynaldo los altos,14005.16,597,Salaried,2024-07-21
U000549,18,M,Nueva Omán,23151.08,696,Salaried,2024-12-25
U000550,31,M,San Modesto los bajos,24313.96,573,Salaried,2024-12-12
U000551,64,F,Nueva Libia,46771.29,723,Salaried,2024-12-18
U000552,36,M,San Fabiola de la Montaña,25975.52,652,Salaried,2025-02-17
U000553,21,M,San Amanda de la Montaña,19296.22,637,Salaried,2024-06-27
U000554,68,F,San Rubén los altos,9188.78,769,Salaried,2025-04-27
U000555,71,F,San Gonzalo los altos,11915.44,706,Salaried,2023-11-28
U000556,19,M,Vieja Chad,22517.33,701,Self-Employed,2025-10-07
U000557,36,F,San Josefina los bajos,14621.54,697,Salaried,2024-09-01
U000558,40,M,Vieja Bahamas,56503.02,724,Salaried,2025-02-06
U000559,29,M,Vieja República Checa,15072.99,721,Salaried,2024-07-03
U000560,41,M,Vieja Pakistán,25934.14,743,Retired,2024-11-05
U000561,52,M,San Sofía los altos,19599.08,649,Salaried,2025-03-10
U000562,48,M,Nueva Botswana,35598.5,663,Self-Employed,2024-09-22
U000563,41,F,San Ivonne los altos,16019.81,656,Self-Employed,2025-11-20
U000564,40,M,San Claudio de la Montaña,12855.37,696,Salaried,2025-03-03
U000565,64,M,San Mónica de la Montaña,16200.77,715,Self-Employed,2023-12-27
U000566,65,F,Nueva Tuvalu,35179.78,735,Salaried,2024-08-06
U000567,40,F,San Norma los bajos,11539.21,720,Self-Employed,2024-03-16
U000568,29,F,Vieja Santa Lucía,27273.81,642,Retired,2024-07-26
U000569,48,M,Vieja Santo Tomé y Príncipe,19119.04,721,Self-Employed,2025-06-18
U000570,22,F,San Rosalia los bajos,11175.31,727,Salaried,2024-12-20
U000571,30,M,San Ramón los bajos,12209.46,682,Self-Employed,2024-11-24
U000572,74,M,Vieja Islas Marshall,12042.01,699,Salaried,2025-04-28
U000573,37,F,Vieja República Popular Democrática de Corea,6920.44,617,Retired,2024-07-17
U000574,52,F,Vieja Ghana,34776.7,676,Salaried,2025-04-14
U000575,66,M,Nueva República Popular Democrática de Corea,7369.94,604,Salaried,2024-11-29
U000576,73,M,Vieja Chipre,9105.4,642,Unemployed,2025-08-21
U000577,39,F,Nueva República Democrática Popular Lao,35782.32,745,Salaried,2025-05-19
U000578,41,F,Nueva Angola,8840.6,769,Unemployed,2024-10-29
U000579,65,F,San Lourdes de la Montaña,24078.13,693,Unemployed,2024-10-07
U000580,42,F,Vieja Países Bajos,2982.02,765,Retired,2025-07-15
U000581,49,F,San Anel los altos,5803.73,614,Salaried,2024-03-08
U000582,69,F,Vieja Suecia,24674.91,806,Self-Employed,2024-11-27
U000583,64,F,San Humberto de la Montaña,30655.39,735,Salaried,2024-11-13
U000584,56,M,San Patricio los bajos,19088.72,731,Salaried,2025-04-29
U000585,38,M,San Santiago los bajos,21064.77,701,Salaried,2024-04-19
U000586,60,F,Vieja República de Corea,14221.65,691,Salaried,2024-07-10
U000587,56,F,Vieja Guinea Ecuatorial,8498.3,675,Salaried,2025-05-22
U000588,46,F,Vieja Iraq,4837.85,673,Salaried,2024-11-28
U000589,64,F,San Rafaél los altos,7382.34,645,Self-Employed,2024-06-21
U000590,45,F,San Carlos los altos,14882.43,743,Self-Employed,2025-04-30
U000591,68,M,San Leonardo los bajos,23178.72,644,Salaried,2025-07-14
U000592,58,F,Vieja Australia,7377.74,724,Salaried,2024-07-02
U000593,69,M,Vieja México,7409.42,682,Retired,2025-04-14
U000594,27,F,San Mauro de la Montaña,18583.54,643,Salaried,2024-04-26
U000595,22,M,San Ramiro los altos,14231.67,621,Self-Employed,2024-06-19
U000596,41,F,Nueva Santo Tomé y Príncipe,9313.12,692,Salaried,2025-06-19
U000597,54,M,Nueva Azerbaiyán,5136.89,699,Self-Employed,2025-04-25
U000598,61,F,Nueva Bahamas,13203.24,715,Retired,2024-02-07
U000599,41,F,San Isabel los altos,15280.74,740,Self-Employed,2024-11-22
U000600,54,M,Nueva Albania,14402.18,674,Salaried,2025-01-22
U000601,43,F,Vieja Sudán,14376.91,707,Self-Employed,2025-11-17
U000602,33,M,San Mateo los altos,13757.18,681,Salaried,2024-04-24
U000603,29,F,San Inés los bajos,8767.48,646,Salaried,2025-04-06
U000604,53,M,Nueva Sudáfrica,5758.53,752,Salaried,2025-02-09
U000605,34,F,Nueva Cuba,6333.97,645,Salaried,2024-10-11
U000606,57,F,Nueva Liechtenstein,8681.55,722,Self-Employed,2025-07-26
U000607,49,M,San Eduardo los altos,11192.85,735,Salaried,2025-09-29
U000608,72,M,San Alfonso de la Montaña,8918.7,706,Salaried,2024-07-10
U000609,75,F,Vieja Guinea Bissau,8093.3,781,Retired,2024-11-08
U000610,69,F,San Cecilia los altos,6551.45,703,Self-Employed,2024-11-19
U000611,63,M,San Elisa de la Montaña,19540.92,717,Salaried,2024-08-04
U000612,36,F,Vieja Sri Lanka,11954.07,674,Unemployed,2024-06-08
U000613,63,M,Nueva Venezuela,13715.57,689,Self-Employed,2024-08-09
U000614,50,M,San Raquel los altos,23821.11,787,Salaried,2025-07-02
U000615,30,M,Nueva Santa Lucía,9561.55,619,Salaried,2025-09-16
U000616,49,M,San Luis los altos,12670.49,790,Salaried,2024-08-02
U000617,54,F,Vieja Suriname,8248.57,750,Salaried,2024-02-04
U000618,53,M,Nueva Nicaragua,36556.73,690,Self-Employed,2024-07-30
U000619,23,M,Nueva Georgia,18795.82,745,Salaried,2024-09-14
U000620,63,F,Vieja Zimbabwe,10641.57,683,Salaried,2024-06-16
U000621,67,F,San Hermelinda los altos,9423.78,652,Self-Employed,2025-06-05
U000622,22,M,Vieja Sudán,9049.22,621,Retired,2024-08-27
U000623,59,M,Nueva Suiza,13635.75,662,Salaried,2024-02-21
U000624,61,F,San Homero de la Montaña,15371.52,633,Salaried,2024-10-01
U000625,71,M,San Caridad los altos,16293.61,735,Self-Employed,2025-11-02
U000626,26,F,San José Carlos los altos,4039.03,682,Salaried,2024-05-11
U000627,73,M,Nueva Nicaragua,27906.12,666,Self-Employed,2024-03-19
U000628,51,M,San Samuel los bajos,36444.41,728,Salaried,2024-10-09
U000629,28,F,San Pablo los altos,8751.61,670,Retired,2025-08-24
U000630,32,F,Nueva Tayikistán,18676.03,687,Retired,2025-06-30
U000631,51,F,Vieja Polonia,18458.01,657,Self-Employed,2025-05-21
U000632,34,M,San Araceli los altos,14788.67,625,Self-Employed,2024-02-17
U000633,53,F,Nueva República Democrática Popular Lao,12497.26,652,Salaried,2025-01-11
U000634,37,M,Nueva Islandia,8592.82,726,Salaried,2025-09-15
U000635,28,M,San Camilo los altos,25713.88,714,Salaried,2024-04-29
U000636,57,F,San Aurora los altos,6936.91,672,Self-Employed,2024-11-02
U000637,54,M,Vieja Canadá,27663.21,710,Self-Employed,2024-12-24
U000638,19,M,San María Eugenia los altos,53723.07,728,Salaried,2024-01-05
U000639,59,F,San Zacarías los bajos,14991.36,682,Self-Employed,2025-06-05
U000640,67,F,Vieja Gambia,14474.22,691,Self-Employed,2025-08-17
U000641,19,F,Nueva República Federal Democrática de Nepal,20432.16,718,Unemployed,2024-01-17
U000642,52,F,Vieja Jamaica,8336.56,631,Self-Employed,2025-05-19
U000643,37,F,Nueva Belarús,4439.41,693,Salaried,2025-11-16
U000644,69,F,San Alonso los bajos,6891.06,605,Salaried,2024-10-04
U000645,22,M,Nueva Somalia,16867.55,777,Salaried,2025-06-10
U000646,44,F,San José Luis los bajos,13311.15,718,Salaried,2024-11-04
U000647,39,M,San José Manuél de la Montaña,14032.03,679,Salaried,2025-05-05
U000648,63,F,Vieja Cabo Verde,23189.29,693,Self-Employed,2024-04-08
U000649,73,F,San Óliver de la Montaña,15684.61,715,Retired,2025-06-09
U000650,26,F,Nueva Antigua y Barbuda,8947.65,711,Salaried,2024-07-10
U000651,24,F,San Zacarías los altos,12028.38,643,Salaried,2025-01-17
U000652,25,F,San Óscar los bajos,18433.15,644,Salaried,2025-08-22
U000653,27,M,Nueva Montenegro,13587.54,676,Salaried,2024-08-16
U000654,42,F,Vieja Ecuador,25630.47,715,Salaried,2025-11-19
U000655,73,M,Nueva Suecia,13160.61,732,Self-Employed,2024-10-12
U000656,54,F,Nueva Eritrea,30764.74,730,Salaried,2024-01-13
U000657,28,F,Nueva Micronesia,13442.97,624,Retired,2025-02-28
U000658,47,F,Nueva Vietman,7051.05,668,Unemployed,2023-12-26
U000659,49,M,San Marcela de la Montaña,9267.72,676,Salaried,2025-01-14
U000660,43,F,Nueva Chile,13821.63,706,Retired,2024-12-17
U000661,31,F,San Eugenia los altos,12806.41,697,Salaried,2025-02-11
U000662,36,F,San Reynaldo los altos,13886.67,602,Salaried,2025-07-14
U000663,71,F,San Eva los bajos,7603.76,687,Salaried,2025-10-02
U000664,18,M,Nueva Malasia,6465.16,689,Salaried,2024-07-12
U000665,74,F,San Anel los altos,33471.53,769,Self-Employed,2025-02-23
U000666,66,F,Vieja República de Corea,11753.83,754,Salaried,2024-12-10
U000667,43,M,Vieja Somalia,14606.19,672,Salaried,2025-04-26
U000668,30,F,San Ofelia los bajos,9246.11,662,Salaried,2025-05-15
U000669,22,F,San Lucas de la Montaña,10583.95,678,Salaried,2024-07-11
U000670,66,F,San Dulce María los altos,14710.91,697,Self-Employed,2024-11-23
U000671,57,M,Nueva Honduras,17364.15,743,Salaried,2025-09-18
U000672,24,F,Vieja Bahrein,23617.25,626,Salaried,2025-01-31
U000673,39,F,San Lorena los altos,2886.06,709,Self-Employed,2025-01-06
U000674,30,F,Vieja Finlandia,5883.3,661,Salaried,2024-06-07
U000675,20,M,Vieja Sri Lanka,6620.54,594,Salaried,2024-01-22
U000676,39,F,San José Eduardo de la Montaña,18488.01,718,Salaried,2025-01-11
U000677,27,M,Nueva Granada,9453.06,569,Salaried,2024-09-09
U000678,57,F,Nueva Ecuador,9626.29,703,Salaried,2025-08-07
U000679,57,F,Vieja Eslovaquia,5500.82,691,Salaried,2025-09-27
U000680,50,F,San Hernán de la Montaña,13237.57,711,Self-Employed,2024-05-04
U000681,37,F,Nueva Zambia,14353.49,643,Self-Employed,2025-06-29
U000682,41,F,San Federico los altos,27390.26,691,Self-Employed,2025-03-05
U000683,44,F,Vieja Filipinas,13142.64,647,Self-Employed,2025-01-23
U000684,64,M,San Guillermina los bajos,10239.73,656,Salaried,2024-11-18
U000685,34,M,San Homero los bajos,12042.92,747,Self-Employed,2024-08-27
U000686,55,F,San Martha de la Montaña,5865.6,618,Salaried,2025-08-06
U000687,58,F,San Indira de la Montaña,32296.11,702,Salaried,2024-09-04
U000688,61,M,San Liliana de la Montaña,8942.37,731,Salaried,2025-01-31
U000689,62,M,Nueva Angola,9289.41,763,Salaried,2024-06-11
U000690,46,F,San Gustavo de la Montaña,20065.47,673,Salaried,2024-04-22
U000691,44,M,San Estela los bajos,48746.32,696,Salaried,2025-02-06
U000692,67,F,Vieja República Centroafricana,20853.09,716,Unemployed,2025-04-13
U000693,65,M,San Francisco los bajos,29174.34,774,Self-Employed,2025-06-06
U000694,51,M,San María Luisa de la Montaña,13618.75,658,Salaried,2025-06-13
U000695,60,F,San Darío de la Montaña,17605.79,670,Salaried,2025-06-03
U000696,38,M,San Dulce María los altos,44713.57,719,Salaried,2025-04-03
U000697,52,F,Nueva Belice,10730.09,694,Salaried,2025-08-18
U000698,61,F,Nueva Malasia,5953.44,647,Self-Employed,2024-03-07
U000699,30,M,Nueva Turquía,27453.48,666,Salaried,2024-03-18
U000700,37,M,Nueva Pakistán,7128.48,697,Retired,2024-11-10
U000701,37,F,San Ana María los altos,27212.25,724,Self-Employed,2025-03-31
U000702,62,F,San Victoria los bajos,24285.35,675,Salaried,2023-12-04
U000703,40,F,Vieja Andorra,5692.55,735,Salaried,2023-12-04
U000704,54,F,San Omar los bajos,11008.16,677,Unemployed,2023-12-05
U000705,43,F,San Diego de la Montaña,29641.08,723,Retired,2025-11-04
U000706,69,M,Nueva Filipinas,17562.7,788,Salaried,2024-04-19
U000707,36,M,San Joaquín los bajos,9080.54,714,Salaried,2025-07-31
U000708,46,F,San Arcelia los bajos,13824.64,697,Self-Employed,2024-10-02
U000709,31,M,San Raúl de la Montaña,33425.72,719,Self-Employed,2025-05-16
U000710,35,F,Vieja Timor-Leste,18452.92,728,Salaried,2025-08-26
U000711,57,M,Nueva Bosnia y Herzegovina,10732.46,655,Salaried,2024-10-01
U000712,60,M,San José María los altos,7137.48,608,Self-Employed,2024-11-25
U000713,21,M,Nueva Túnez,45877.23,662,Salaried,2024-04-03
U000714,63,F,Vieja Mauricio,11698.87,682,Salaried,2025-04-05
U000715,67,M,San Raúl de la Montaña,16065.73,732,Salaried,2025-10-17
U000716,53,M,Nueva Eslovenia,22388.08,675,Salaried,2025-10-22
U000717,74,F,San Genaro de la Montaña,12085.08,710,Salaried,2025-11-08
U000718,30,F,Vieja República Árabe Siria,11507.86,740,Salaried,2025-02-01
U000719,59,M,Nueva Irán,17936.36,726,Retired,2023-12-04
U000720,23,M,Nueva Zimbabwe,19885.16,728,Salaried,2025-08-20
U000721,64,M,San Araceli los bajos,14892.5,645,Retired,2024-03-27
U000722,29,F,Vieja Tailandia,16980.36,655,Unemployed,2025-10-18
U000723,29,M,San Juan Carlos los altos,9728.65,697,Retired,2024-03-09
U000724,43,F,Vieja Bahamas,28084.41,700,Salaried,2024-02-05
U000725,65,F,San Esther de la Montaña,16079.49,766,Unemployed,2024-08-12
U000726,18,F,San Itzel de la Montaña,15435.91,778,Salaried,2025-03-28
U000727,24,F,San María del Carmen los bajos,18756.69,610,Salaried,2024-05-17
U000728,59,F,San Perla los bajos,20994.27,715,Unemployed,2024-10-22
U000729,26,F,Vieja Bhután,28965.24,718,Salaried,2025-07-13
U000730,69,M,San Fernando los altos,12294.74,647,Salaried,2024-01-18
U000731,64,F,Vieja Comoras,11785.04,659,Self-Employed,2024-09-12
U000732,63,M,Vieja Iraq,9430.33,714,Salaried,2024-08-28
U000733,39,F,Nueva Albania,36386.12,721,Salaried,2024-07-18
U000734,66,M,San Jorge Luis los bajos,6518.96,707,Salaried,2024-02-09
