user_id,product_id,interaction_type,implicit_rating,timestamp
U001283,P0088,add_to_cart,3,2025-04-08 10:41:18
U001166,P0022,view,1,2025-03-05 21:35:10
U001098,P0097,add_to_cart,3,2025-01-07 17:05:35
U001922,P0078,click,2,2025-11-17 17:48:20
U001567,P0034,add_to_cart,3,2025-06-24 11:25:14
U001545,P0044,view,1,2024-12-25 09:46:19
U001447,P0030,add_to_cart,3,2025-04-09 09:42:38
U001570,P0042,click,2,2025-05-09 07:50:19
U001828,P0058,view,1,2025-02-13 02:48:42
U001005,P0015,view,1,2025-01-20 06:05:37
U001819,P0025,view,1,2025-04-25 21:51:00
U001982,P0054,add_to_cart,3,2025-06-05 18:58:00
U001965,P0071,conversion,5,2025-05-09 02:00:41
U001615,P0013,click,2,2025-06-08 00:26:03
U001718,P0034,click,2,2025-04-01 08:53:26
U001568,P0004,view,1,2024-12-13 09:40:22
U001939,P0026,click,2,2025-05-13 03:48:20
U001556,P0066,add_to_cart,3,2025-03-08 14:55:31
U001038,P0063,view,1,2025-04-15 08:49:07
U000962,P0056,click,2,2024-12-30 17:53:36
U000735,P0065,view,1,2024-12-11 20:10:43
U000479,P0027,view,1,2025-08-01 15:48:21
U001558,P0060,view,1,2025-04-20 07:34:53
U001698,P0032,view,1,2025-09-03 00:57:45
U001469,P0001,click,2,2025-11-18 03:59:09
U001275,P0014,add_to_cart,3,2025-05-05 21:01:19
U000714,P0024,click,2,2025-02-06 01:47:12
U001304,P0053,conversion,5,2025-03-16 22:32:47
U000381,P0069,view,1,2025-02-04 08:00:41
U000272,P0044,view,1,2025-04-28 03:34:31
U000341,P0005,add_to_cart,3,2025-01-30 08:39:53
U000138,P0083,add_to_cart,3,2025-07-11 11:09:09
U001766,P0029,add_to_cart,3,2025-03-09 22:01:37
U001251,P0004,click,2,2025-06-16 10:05:44
U000729,P0057,view,1,2025-07-16 16:02:24
U000014,P0034,click,2,2025-06-02 11:02:59
U000135,P0002,view,1,2025-06-12 04:05:14
U001413,P0063,click,2,2025-05-10 03:20:05
U001717,P0090,view,1,2025-01-04 03:53:12
U001157,P0027,view,1,2025-08-14 07:05:21
U000760,P0099,view,1,2024-12-12 03:02:55
U001128,P0082,view,1,2025-07-31 18:35:01
U001272,P0061,click,2,2025-02-27 10:32:29
U000633,P0012,conversion,5,2025-01-04 21:34:47
U001891,P0018,view,1,2025-02-16 00:50:41
U000567,P0069,conversion,5,2025-01-06 11:50:31
U000057,P0075,click,2,2024-12-13 09:29:34
U001142,P0060,view,1,2025-11-05 08:45:45
U000798,P0032,add_to_cart,3,2024-12-06 14:50:56
U001176,P0052,view,1,2025-07-04 03:44:59
U000363,P0047,view,1,2025-03-06 03:10:26
U001015,P0038,click,2,2025-02-23 11:41:02
U000379,P0037,view,1,2024-12-18 07:57:18
U001704,P0088,click,2,2025-06-17 10:02:24
U000438,P0022,view,1,2024-12-31 23:53:58
U000220,P0068,add_to_cart,3,2025-03-09 17:40:53
U000105,P0004,view,1,2025-02-18 17:01:11
U000783,P0067,view,1,2025-10-31 12:38:38
U001408,P0048,view,1,2025-07-21 15:05:21
U000972,P0001,view,1,2025-08-21 10:08:24
U000817,P0057,click,2,2025-08-27 18:10:11
U000347,P0007,add_to_cart,3,2025-04-28 20:58:47
U000310,P0099,view,1,2025-04-23 23:03:40
U001217,P0042,click,2,2025-04-24 08:10:14
U000484,P0050,add_to_cart,3,2025-01-01 02:26:14
U000848,P0092,view,1,2025-02-16 03:43:13
U001169,P0046,view,1,2025-09-03 18:53:02
U001962,P0069,click,2,2025-10-08 19:05:22
U000020,P0043,view,1,2025-10-30 08:00:18
U001238,P0040,view,1,2025-08-18 09:10:23
U000196,P0063,view,1,2025-03-06 22:38:32
U000683,P0072,conversion,5,2025-06-03 01:32:50
U000053,P0059,view,1,2025-02-10 15:31:34
U000945,P0011,view,1,2025-01-28 04:19:11
U001594,P0004,click,2,2025-09-23 21:43:32
U000351,P0020,view,1,2025-02-09 19:40:26
U000418,P0069,add_to_cart,3,2025-04-06 18:23:18
U001159,P0005,click,2,2025-07-28 02:32:38
U000967,P0009,click,2,2025-03-14 14:29:53
U001015,P0018,view,1,2025-08-23 21:14:35
U000051,P0032,view,1,2025-07-12 08:15:24
U001888,P0090,click,2,2025-03-14 14:22:06
U001522,P0052,click,2,2025-09-03 18:29:29
U001015,P0014,click,2,2024-11-23 23:10:16
U001120,P0008,view,1,2024-12-29 08:37:02
U000012,P0058,view,1,2025-02-02 15:16:21
U000501,P0052,view,1,2025-06-06 04:45:04
U000296,P0028,click,2,2025-11-10 07:21:31
U000600,P0016,view,1,2025-08-21 19:04:41
U000295,P0011,click,2,2025-07-22 08:46:34
U000031,P0018,view,1,2025-05-26 21:55:21
U000439,P0075,view,1,2025-09-05 19:02:17
U000168,P0018,conversion,5,2025-03-21 08:02:26
U001871,P0085,click,2,2025-10-19 20:41:05
U001194,P0034,view,1,2025-11-09 20:58:08
U001686,P0057,click,2,2025-08-16 22:14:26
U000971,P0023,view,1,2025-02-23 10:18:28
U000046,P0026,click,2,2025-01-27 20:53:44
U000861,P0082,click,2,2025-03-25 03:16:27
U000646,P0012,view,1,2025-08-14 09:43:02
U000267,P0060,view,1,2024-12-19 17:34:37
U001334,P0059,click,2,2025-01-26 11:27:40
U000614,P0092,click,2,2025-02-03 12:23:22
U001987,P0086,view,1,2025-03-31 18:07:29
U001941,P0044,add_to_cart,3,2025-11-07 05:36:07
U000735,P0074,click,2,2025-05-18 13:08:12
U000229,P0048,view,1,2025-01-16 20:11:54
U000216,P0013,click,2,2024-11-27 16:54:36
U000226,P0040,conversion,5,2025-08-08 10:04:31
U001099,P0074,add_to_cart,3,2025-05-26 01:48:43
U000186,P0021,add_to_cart,3,2025-05-07 22:44:25
U001106,P0051,conversion,5,2025-04-01 11:49:24
U001439,P0036,click,2,2024-11-30 20:20:00
U001643,P0068,add_to_cart,3,2025-01-30 16:46:23
U000522,P0061,click,2,2025-03-05 05:18:26
U001620,P0065,click,2,2025-10-31 00:07:42
U000259,P0027,view,1,2024-12-22 15:41:28
U000120,P0001,click,2,2025-01-28 01:29:11
U000551,P0039,view,1,2025-08-13 12:50:35
U000048,P0065,click,2,2025-09-14 00:21:24
U000897,P0084,click,2,2025-10-20 01:35:06
U000181,P0072,view,1,2024-11-26 12:56:21
U000066,P0062,view,1,2025-07-11 10:44:32
U001733,P0072,view,1,2025-04-08 12:25:46
U000895,P0038,view,1,2025-05-25 18:37:48
U000826,P0073,click,2,2025-07-07 05:38:51
U001564,P0067,add_to_cart,3,2024-11-23 03:35:38
U001573,P0025,view,1,2025-05-31 09:34:02
U001970,P0093,click,2,2025-10-27 21:11:59
U001707,P0025,click,2,2025-02-26 21:10:38
U000471,P0035,click,2,2025-05-25 06:52:06
U001044,P0055,view,1,2025-01-04 05:45:52
U001934,P0005,click,2,2024-12-10 07:17:19
U000240,P0028,click,2,2025-10-06 19:09:38
U001080,P0052,view,1,2024-11-29 12:18:26
U000884,P0023,view,1,2025-07-01 01:31:19
U001752,P0001,view,1,2025-08-13 20:42:12
U000340,P0025,click,2,2025-03-15 15:20:50
U001006,P0087,add_to_cart,3,2025-10-13 04:19:24
U000303,P0001,view,1,2025-02-19 10:00:30
U000673,P0000,add_to_cart,3,2025-06-14 18:04:36
U001559,P0027,view,1,2025-06-06 03:52:41
U000042,P0002,click,2,2025-01-26 17:36:22
U000771,P0031,click,2,2025-09-11 23:15:10
U001523,P0091,conversion,5,2025-01-18 16:27:54
U000928,P0030,click,2,2025-09-19 20:07:40
U001253,P0000,view,1,2024-12-29 05:31:07
U001067,P0073,click,2,2024-12-31 14:12:37
U001163,P0011,view,1,2025-03-21 01:18:43
U000243,P0051,click,2,2025-09-30 23:02:07
U000047,P0074,conversion,5,2025-09-04 15:58:05
U001741,P0011,view,1,2025-04-02 02:57:09
U001542,P0094,click,2,2025-05-17 12:54:11
U001680,P0030,view,1,2025-06-01 07:30:46
U001012,P0025,add_to_cart,3,2025-09-04 03:11:07
U001519,P0074,click,2,2025-04-07 23:43:45
U001935,P0098,click,2,2025-06-22 16:38:46
U000941,P0094,click,2,2025-03-02 16:47:28
U000091,P0049,view,1,2025-08-07 09:37:43
U001628,P0093,view,1,2025-05-30 16:39:33
U001112,P0010,add_to_cart,3,2025-03-01 05:20:51
U001774,P0070,view,1,2025-04-13 05:38:08
U000528,P0049,view,1,2025-05-19 22:04:48
U000103,P0002,add_to_cart,3,2024-11-28 00:36:40
U001671,P0075,click,2,2025-10-10 05:23:50
U001401,P0028,view,1,2025-04-08 16:55:44
U000243,P0012,click,2,2025-03-19 16:59:08
U000500,P0057,view,1,2025-08-25 13:21:26
U000196,P0066,add_to_cart,3,2025-04-01 08:53:05
U000651,P0011,click,2,2025-11-03 22:24:22
U001137,P0082,view,1,2025-06-11 20:44:53
U000530,P0042,click,2,2025-09-19 13:19:16
U001554,P0073,conversion,5,2025-08-07 14:33:16
U000632,P0019,conversion,5,2025-10-21 13:37:24
U000387,P0081,view,1,2025-10-24 17:47:16
U001736,P0085,view,1,2025-11-08 03:01:02
U000743,P0026,view,1,2025-10-16 10:02:24
U000489,P0035,view,1,2025-07-12 02:56:43
U000061,P0057,view,1,2025-05-29 20:43:38
U001932,P0073,click,2,2025-01-05 13:13:20
U000512,P0036,click,2,2025-03-07 14:12:44
U001441,P0034,add_to_cart,3,2025-08-16 02:11:04
U000884,P0056,view,1,2025-06-12 10:31:22
U000109,P0012,view,1,2025-09-01 13:40:25
U000282,P0034,add_to_cart,3,2025-07-29 05:35:03
U001476,P0002,add_to_cart,3,2024-11-30 19:24:19
U001446,P0098,click,2,2025-01-19 04:44:40
U000187,P0088,click,2,2025-05-01 02:39:46
U001885,P0017,click,2,2025-10-21 07:11:10
U001051,P0057,click,2,2025-02-16 07:08:38
U001570,P0036,conversion,5,2025-08-05 19:57:29
U000305,P0050,view,1,2025-01-16 18:19:46
U001087,P0044,click,2,2025-04-10 11:30:22
U000143,P0063,view,1,2025-06-04 02:20:44
U000665,P0017,view,1,2024-12-04 18:15:55
U001617,P0045,click,2,2025-02-25 15:53:09
U000394,P0052,view,1,2025-07-05 01:41:16
U001947,P0028,view,1,2025-09-06 12:56:58
U000930,P0002,view,1,2025-08-19 23:35:44
U000178,P0020,click,2,2025-05-09 00:49:09
U001580,P0071,conversion,5,2025-04-11 08:14:58
U001129,P0089,view,1,2025-02-10 21:08:18
U001124,P0014,click,2,2025-09-07 20:11:55
U001921,P0008,click,2,2024-12-27 10:18:24
U001610,P0080,conversion,5,2025-02-06 00:57:08
U000708,P0072,view,1,2025-11-15 07:16:02
U001363,P0050,view,1,2025-04-18 11:21:41
U000064,P0007,view,1,2025-07-28 19:38:35
U000354,P0028,view,1,2025-01-03 16:12:32
U000873,P0052,view,1,2025-03-09 03:22:07
U000174,P0016,click,2,2025-10-29 09:47:16
U001069,P0018,view,1,2025-07-24 05:16:02
U000060,P0011,click,2,2025-08-13 09:06:06
U001527,P0022,view,1,2025-06-22 09:12:07
U001851,P0016,click,2,2025-11-06 23:33:49
U001894,P0080,view,1,2025-11-12 02:18:30
U000718,P0011,view,1,2025-05-16 05:42:24
U001341,P0033,add_to_cart,3,2025-10-28 23:59:24
U001464,P0047,view,1,2025-06-15 09:20:28
U001506,P0054,view,1,2025-01-29 16:53:10
U000665,P0028,conversion,5,2025-03-05 19:04:30
U001580,P0093,add_to_cart,3,2025-11-11 07:04:43
U001544,P0033,view,1,2025-08-13 11:34:13
U001485,P0005,conversion,5,2025-04-07 05:41:04
U000625,P0083,view,1,2025-11-02 14:55:31
U000295,P0056,view,1,2025-03-31 09:10:49
U000448,P0081,view,1,2025-04-23 14:50:29
U001690,P0003,view,1,2025-07-09 13:28:08
U000180,P0042,view,1,2025-05-03 19:40:39
U000749,P0063,click,2,2025-03-10 01:01:22
U001635,P0080,conversion,5,2025-03-22 21:18:54
U001974,P0093,view,1,2025-02-04 18:28:44
U001731,P0019,view,1,2024-12-08 17:17:33
U000716,P0071,conversion,5,2025-07-05 19:42:05
U000170,P0062,conversion,5,2025-06-12 17:41:19
U001095,P0021,view,1,2025-08-22 07:47:43
U000650,P0096,view,1,2025-04-05 01:45:45
U001391,P0016,add_to_cart,3,2025-10-12 17:15:20
U001368,P0023,view,1,2025-07-18 13:53:28
U000007,P0065,view,1,2025-01-09 12:17:42
U000856,P0090,add_to_cart,3,2025-05-10 02:20:58
U001914,P0044,add_to_cart,3,2025-09-27 15:15:10
U001603,P0051,conversion,5,2025-05-18 11:22:42
U001752,P0016,view,1,2025-06-30 19:53:22
U000156,P0079,add_to_cart,3,2025-09-26 13:05:12
U001810,P0052,add_to_cart,3,2025-09-26 11:21:42
U000905,P0065,add_to_cart,3,2025-04-06 12:28:01
U000552,P0079,view,1,2025-03-14 18:22:31
U000956,P0010,click,2,2025-01-04 13:15:49
U001184,P0007,click,2,2024-11-25 23:53:59
U000740,P0001,view,1,2025-06-04 12:32:59
U001996,P0013,add_to_cart,3,2025-11-17 20:39:04
U000621,P0064,click,2,2025-08-15 23:47:06
U000617,P0018,view,1,2025-01-18 21:34:27
U000641,P0034,add_to_cart,3,2025-05-22 20:36:24
U000629,P0006,view,1,2025-08-14 04:52:33
U000858,P0094,click,2,2025-01-20 02:26:13
U001121,P0019,add_to_cart,3,2025-06-13 22:39:41
U000308,P0011,view,1,2025-03-15 07:10:29
U001304,P0055,add_to_cart,3,2025-07-23 00:24:18
U001238,P0094,click,2,2025-06-27 12:27:46
U000335,P0045,view,1,2025-08-07 18:07:38
U001609,P0022,view,1,2025-01-24 21:49:06
U000818,P0084,click,2,2025-03-20 16:23:42
U001640,P0036,click,2,2025-05-30 19:44:56
U000180,P0098,view,1,2025-03-14 16:59:26
U001373,P0090,click,2,2024-12-17 20:28:56
U001585,P0025,click,2,2025-09-29 08:45:00
U000164,P0067,view,1,2025-03-17 05:15:55
U000510,P0000,add_to_cart,3,2024-11-28 19:32:41
U000878,P0029,view,1,2025-05-18 00:28:40
U000690,P0086,click,2,2024-12-08 15:55:24
U000588,P0064,add_to_cart,3,2025-02-15 03:49:54
U001029,P0022,click,2,2025-03-12 16:07:31
U001081,P0066,view,1,2025-10-09 08:09:24
U001641,P0053,click,2,2025-07-11 02:02:28
U000829,P0051,view,1,2025-01-09 16:43:04
U001585,P0002,view,1,2024-12-13 10:00:37
U000201,P0012,conversion,5,2025-05-31 10:07:05
U000372,P0011,view,1,2025-03-21 12:40:33
U001798,P0047,view,1,2024-11-24 17:39:27
U001344,P0095,view,1,2025-05-08 21:06:45
U001642,P0092,view,1,2025-04-08 13:28:20
U001767,P0003,view,1,2025-08-06 04:13:11
U000822,P0006,view,1,2025-10-12 16:40:56
U001523,P0067,view,1,2024-11-23 00:11:39
U001687,P0030,view,1,2024-12-12 03:20:01
U000205,P0091,click,2,2025-02-28 09:44:34
U001786,P0064,view,1,2025-01-15 05:50:42
U000119,P0025,view,1,2025-04-07 18:29:00
U001431,P0025,view,1,2025-10-30 00:29:47
U000914,P0070,add_to_cart,3,2025-03-12 18:26:21
U001275,P0077,add_to_cart,3,2025-09-23 17:23:50
U000101,P0010,view,1,2025-10-22 08:46:17
U000565,P0004,add_to_cart,3,2025-06-05 17:07:44
U000429,P0038,add_to_cart,3,2025-08-08 03:30:02
U000972,P0014,view,1,2025-09-17 08:44:39
U001536,P0088,view,1,2025-06-28 12:46:25
U000202,P0075,add_to_cart,3,2025-01-21 23:15:45
U001560,P0083,click,2,2024-12-26 03:49:24
U000093,P0099,click,2,2025-08-26 17:41:30
U001811,P0080,click,2,2025-03-07 21:01:48
U001810,P0019,click,2,2025-01-17 03:45:13
U001924,P0045,click,2,2025-09-03 10:45:48
U001263,P0096,conversion,5,2025-02-07 03:50:43
U001478,P0064,view,1,2025-05-09 13:13:05
U001191,P0082,view,1,2025-07-08 00:54:13
U001302,P0059,add_to_cart,3,2025-11-14 09:00:54
U000673,P0046,add_to_cart,3,2024-12-24 02:33:31
U001287,P0015,view,1,2025-03-15 16:41:03
U001962,P0056,view,1,2025-02-15 18:06:55
U000691,P0067,view,1,2024-12-05 05:44:55
U000244,P0002,view,1,2025-05-25 12:32:58
U000340,P0071,click,2,2025-11-20 01:47:43
U001776,P0056,click,2,2025-04-09 11:37:30
U000007,P0060,view,1,2025-02-27 08:31:50
U000958,P0076,click,2,2025-10-03 23:53:24
U001464,P0029,view,1,2025-08-13 06:17:38
U001936,P0053,view,1,2025-07-28 03:53:58
U000056,P0070,click,2,2025-04-21 18:14:18
U000227,P0099,click,2,2025-05-05 20:47:18
U001998,P0019,view,1,2025-04-26 18:13:17
U000415,P0086,click,2,2025-11-08 21:37:17
U001552,P0075,click,2,2024-12-30 20:55:55
U000786,P0032,view,1,2025-11-04 13:53:23
U001586,P0015,click,2,2025-03-04 05:20:28
U000993,P0043,add_to_cart,3,2025-11-15 03:02:38
U000082,P0057,add_to_cart,3,2025-03-20 01:16:05
U001146,P0013,add_to_cart,3,2025-07-12 15:01:04
U000014,P0023,click,2,2025-03-23 10:28:50
U001120,P0001,click,2,2025-01-29 01:30:16
U001467,P0070,view,1,2025-06-29 18:12:46
U000720,P0059,add_to_cart,3,2025-05-11 00:18:54
U001025,P0004,view,1,2025-08-13 10:14:09
U001333,P0032,click,2,2025-10-28 22:29:41
U000600,P0024,click,2,2025-03-27 23:56:36
U000276,P0027,add_to_cart,3,2025-10-01 03:34:49
U001974,P0023,view,1,2025-07-05 07:07:26
U001688,P0015,view,1,2025-01-15 19:25:50
U000077,P0049,click,2,2025-08-15 03:13:41
U001563,P0048,click,2,2025-09-16 21:19:34
U001734,P0058,view,1,2025-02-08 05:44:59
U001364,P0060,view,1,2025-02-27 20:34:21
U001640,P0056,click,2,2025-01-14 10:56:33
U000730,P0008,view,1,2025-05-03 10:31:29
U001413,P0015,view,1,2025-06-26 00:30:44
U001740,P0046,click,2,2025-02-08 05:54:13
U001924,P0018,view,1,2025-03-19 16:19:00
U000112,P0094,view,1,2025-03-21 04:58:57
U000832,P0038,add_to_cart,3,2024-12-26 00:02:36
U000795,P0009,view,1,2025-03-18 05:34:05
U001900,P0001,view,1,2025-06-30 19:54:52
U000745,P0005,conversion,5,2025-11-17 19:35:06
U001955,P0083,click,2,2025-07-24 18:34:08
U000528,P0020,view,1,2025-05-20 20:29:00
U000433,P0089,click,2,2025-06-22 17:43:25
U000230,P0079,click,2,2025-02-01 23:21:56
U000454,P0073,view,1,2025-04-17 18:28:10
U001109,P0037,click,2,2025-09-22 14:45:46
U000451,P0003,view,1,2025-10-28 22:23:34
U001869,P0013,click,2,2025-10-12 14:16:48
U001230,P0009,add_to_cart,3,2025-05-11 10:20:57
U000647,P0029,view,1,2024-12-30 01:23:31
U000206,P0047,add_to_cart,3,2025-01-15 14:09:02
U000772,P0060,click,2,2025-06-15 06:12:51
U001563,P0091,click,2,2025-05-13 09:01:55
U000794,P0089,view,1,2025-08-19 08:00:18
U001460,P0031,view,1,2025-03-24 10:00:43
U001777,P0078,add_to_cart,3,2025-06-06 10:06:38
U000476,P0039,click,2,2025-11-20 19:55:28
U000191,P0000,view,1,2025-08-15 20:23:51
U001679,P0015,add_to_cart,3,2025-08-26 12:06:45
U000565,P0063,view,1,2025-04-10 14:54:15
U001574,P0019,view,1,2025-05-23 15:49:14
U001679,P0074,click,2,2025-04-09 07:32:20
U001752,P0015,view,1,2025-05-07 20:22:43
U000505,P0070,view,1,2025-05-22 22:47:53
U001524,P0097,add_to_cart,3,2025-05-05 01:36:35
U000227,P0017,click,2,2025-05-01 02:06:02
U000156,P0057,add_to_cart,3,2025-05-20 21:41:29
U000674,P0012,view,1,2024-12-03 12:08:36
U001212,P0047,click,2,2025-11-12 03:52:22
U001019,P0064,view,1,2025-06-27 19:37:24
U000741,P0033,view,1,2024-12-03 00:29:06
U001749,P0081,view,1,2025-09-16 13:01:28
U001375,P0076,view,1,2025-05-05 05:27:32
U000465,P0093,view,1,2024-12-27 02:25:51
U000314,P0037,click,2,2025-09-12 07:18:21
U000891,P0097,click,2,2025-01-16 08:33:56
U000757,P0098,view,1,2025-07-19 16:22:20
U001583,P0059,view,1,2025-11-09 22:39:22
U000075,P0045,view,1,2025-03-20 04:41:31
U000208,P0003,view,1,2025-09-24 06:09:19
U000125,P0064,view,1,2025-02-24 23:50:04
U000740,P0049,add_to_cart,3,2025-07-06 03:12:36
U001545,P0083,view,1,2025-06-09 16:19:35
U001313,P0096,view,1,2025-04-16 15:51:39
U001361,P0092,view,1,2025-01-11 04:30:02
U000200,P0062,view,1,2025-07-21 21:19:29
U000467,P0067,view,1,2025-06-21 17:51:08
U000380,P0056,view,1,2025-11-07 06:00:16
U000149,P0038,click,2,2025-06-30 09:45:01
U000664,P0090,view,1,2025-10-29 15:57:03
U000370,P0049,view,1,2025-03-16 16:22:11
U001152,P0022,view,1,2024-12-13 13:12:17
U001578,P0096,view,1,2025-09-12 02:26:49
U001081,P0051,conversion,5,2025-10-16 23:11:03
U001829,P0057,view,1,2025-04-24 06:03:47
U001057,P0038,conversion,5,2025-01-10 16:01:12
U000918,P0053,view,1,2025-04-28 05:54:21
U000278,P0001,view,1,2025-08-09 23:48:15
U001827,P0048,click,2,2024-11-25 01:41:51
U000294,P0061,add_to_cart,3,2025-05-21 11:53:40
U001760,P0090,view,1,2025-10-02 08:28:54
U000692,P0026,click,2,2025-09-15 01:50:48
U001980,P0051,view,1,2025-10-28 12:58:24
U001416,P0017,view,1,2025-06-11 22:24:00
U000256,P0027,add_to_cart,3,2025-05-20 11:46:52
U000883,P0092,click,2,2025-10-14 16:06:20
U000973,P0077,view,1,2024-12-13 20:45:24
U001834,P0085,click,2,2024-12-25 15:17:34
U001632,P0033,click,2,2024-12-13 23:59:11
U001917,P0066,conversion,5,2025-03-07 16:25:30
U001211,P0086,view,1,2025-10-11 01:23:18
U000117,P0088,view,1,2025-08-02 03:31:59
U000758,P0099,view,1,2025-01-03 07:58:52
U000012,P0044,click,2,2025-04-01 06:30:14
U001407,P0067,add_to_cart,3,2025-07-11 13:51:37
U001236,P0098,view,1,2024-12-30 14:02:17
U000409,P0073,view,1,2025-10-07 23:15:01
U000171,P0041,click,2,2025-03-15 14:35:10
U000920,P0054,conversion,5,2025-06-30 08:31:39
U001590,P0001,view,1,2025-05-28 17:49:08
U001396,P0083,click,2,2025-08-17 23:00:19
U000842,P0057,view,1,2025-03-31 10:13:25
U000970,P0064,click,2,2025-10-24 10:12:16
U000948,P0063,click,2,2024-12-16 09:30:49
U000705,P0032,view,1,2025-01-08 22:08:27
U001741,P0009,click,2,2025-09-06 07:55:15
U001766,P0003,view,1,2025-07-07 19:14:34
U001600,P0067,view,1,2025-08-11 16:11:52
U001730,P0023,view,1,2025-06-09 03:24:31
U001761,P0051,click,2,2025-09-05 21:34:46
U000266,P0058,click,2,2025-08-28 04:41:03
U000369,P0007,click,2,2024-12-13 08:23:51
U000359,P0082,view,1,2025-08-22 05:20:39
U000211,P0013,click,2,2025-02-10 09:33:08
U001711,P0059,add_to_cart,3,2025-06-11 06:08:33
U001333,P0062,view,1,2025-01-17 17:48:22
U000247,P0062,view,1,2025-06-29 00:53:30
U000336,P0007,click,2,2025-09-06 07:27:57
U000322,P0078,add_to_cart,3,2025-06-03 02:47:13
U000761,P0014,view,1,2025-01-14 17:34:43
U001714,P0070,view,1,2025-02-17 13:47:24
U001133,P0029,view,1,2025-11-05 08:42:19
U000359,P0013,add_to_cart,3,2025-08-12 04:00:51
U001956,P0074,view,1,2025-07-29 04:21:07
U001197,P0022,view,1,2025-10-19 17:48:42
U001840,P0023,click,2,2025-01-21 20:49:30
U001968,P0072,click,2,2025-03-19 14:43:54
U000028,P0012,conversion,5,2025-07-24 17:49:45
U001823,P0034,view,1,2025-03-23 11:55:32
U000814,P0034,view,1,2025-08-29 01:06:09
U000158,P0007,view,1,2025-11-21 11:18:59
U000051,P0009,view,1,2024-11-25 06:20:19
U001809,P0097,view,1,2025-10-01 15:06:22
U000442,P0010,view,1,2025-05-30 02:19:21
U000397,P0057,add_to_cart,3,2025-07-22 23:10:55
U000080,P0043,click,2,2025-08-16 20:44:16
U001927,P0004,view,1,2025-02-08 16:52:17
U000406,P0026,view,1,2025-01-06 07:22:37
U001710,P0058,view,1,2024-12-18 20:01:20
U001877,P0035,view,1,2024-11-22 18:32:45
U000458,P0014,add_to_cart,3,2025-01-21 04:28:56
U000902,P0020,click,2,2025-07-15 05:56:59
U001602,P0056,view,1,2025-10-30 11:28:00
U000494,P0071,view,1,2025-01-08 18:20:08
U000455,P0072,view,1,2025-06-12 15:18:37
U000814,P0096,add_to_cart,3,2024-12-30 09:02:51
U000532,P0007,view,1,2025-02-26 18:20:26
U000716,P0078,click,2,2025-02-10 02:22:04
U001674,P0070,view,1,2025-01-01 23:54:01
U001431,P0077,view,1,2025-05-25 17:48:44
U001238,P0028,view,1,2024-12-02 08:01:37
U001435,P0020,conversion,5,2025-10-12 03:47:10
U001010,P0023,click,2,2025-06-07 04:39:09
U000178,P0020,add_to_cart,3,2025-05-14 02:52:36
U000241,P0049,view,1,2025-04-23 11:55:49
U001335,P0006,view,1,2024-12-14 08:56:17
U001581,P0072,add_to_cart,3,2025-11-17 09:34:22
U000121,P0016,add_to_cart,3,2025-01-09 01:34:39
U001471,P0053,view,1,2025-03-19 05:42:18
U001322,P0042,add_to_cart,3,2025-04-28 20:57:38
U000929,P0021,click,2,2025-05-29 14:48:20
U000622,P0045,conversion,5,2025-02-02 05:37:36
U001204,P0062,view,1,2025-10-07 07:41:33
U001533,P0080,click,2,2025-02-21 23:53:57
U000047,P0057,click,2,2025-10-15 15:37:10
U001035,P0069,view,1,2025-10-17 23:36:48
U001671,P0000,view,1,2025-06-23 02:00:20
U001014,P0046,click,2,2025-03-03 20:07:10
U001733,P0002,view,1,2025-10-07 20:53:09
U001117,P0001,click,2,2025-07-18 17:33:02
U001889,P0013,click,2,2025-08-14 08:34:47
U001725,P0021,click,2,2025-05-12 07:11:59
U000339,P0023,click,2,2025-10-22 11:35:56
U001851,P0047,click,2,2025-08-05 08:42:09
U001934,P0038,add_to_cart,3,2025-07-20 10:32:50
U000487,P0079,view,1,2025-01-09 14:29:16
U000530,P0069,click,2,2025-05-09 16:02:29
U000070,P0074,view,1,2025-01-18 13:19:40
U001840,P0020,view,1,2025-07-27 20:00:01
U000394,P0031,view,1,2024-12-01 04:04:44
U000013,P0021,view,1,2025-02-02 12:44:49
U000137,P0005,view,1,2025-01-16 18:49:26
U000766,P0083,add_to_cart,3,2025-10-06 15:39:10
U000704,P0007,view,1,2025-09-07 22:22:26
U001811,P0093,view,1,2025-08-05 02:14:03
U000691,P0036,view,1,2025-02-24 05:31:51
U001470,P0087,add_to_cart,3,2025-01-28 01:57:21
U000462,P0051,click,2,2025-06-09 09:52:42
U001665,P0070,add_to_cart,3,2025-09-06 19:01:45
U000583,P0088,click,2,2025-08-21 11:13:29
U001277,P0024,click,2,2025-06-23 01:38:58
U000502,P0024,add_to_cart,3,2025-02-08 13:37:12
U000603,P0031,view,1,2025-05-26 16:19:51
U000334,P0075,view,1,2025-05-28 08:29:06
U000014,P0068,view,1,2025-03-15 09:32:46
U001155,P0095,click,2,2025-03-15 04:04:24
U001321,P0029,view,1,2025-08-09 00:05:42
U001703,P0034,click,2,2024-12-31 14:27:50
U000185,P0020,add_to_cart,3,2025-07-09 09:53:21
U000117,P0056,click,2,2025-06-02 04:58:18
U001538,P0076,view,1,2025-04-14 10:03:52
U001858,P0078,click,2,2025-08-09 01:37:29
U000274,P0007,view,1,2025-03-09 15:05:20
U000497,P0063,view,1,2025-04-23 16:21:39
U000154,P0061,view,1,2025-04-21 14:19:24
U001204,P0047,view,1,2025-08-20 16:48:27
U000134,P0001,view,1,2025-09-29 09:24:13
