user_idx,product_idx,implicit_rating,interaction_type
1965,49,2,click
577,51,2,click
1587,95,1,view
891,92,1,view
606,84,1,view
1250,18,2,click
893,18,1,view
395,23,1,view
1413,8,1,view
334,78,1,view
444,14,1,view
994,65,3,add_to_cart
1163,98,3,add_to_cart
1773,14,1,view
1766,78,1,view
1690,97,1,view
1248,76,5,conversion
568,73,2,click
197,83,1,view
1430,25,1,view
1125,2,1,view
1792,55,1,view
42,94,2,click
344,90,1,view
11,44,3,add_to_cart
1531,20,2,click
396,69,1,view
1787,12,1,view
1293,5,1,view
367,34,1,view
1084,30,2,click
3,45,2,click
331,53,3,add_to_cart
1261,21,2,click
1156,98,2,click
122,57,1,view
1428,55,1,view
936,96,1,view
499,29,1,view
1138,26,3,add_to_cart
1027,78,3,add_to_cart
1378,26,1,view
990,52,3,add_to_cart
170,64,1,view
233,80,5,conversion
1869,96,3,add_to_cart
824,22,1,view
214,31,1,view
624,99,1,view
1993,9,1,view
1359,64,2,click
411,28,2,click
312,12,2,click
1739,65,2,click
458,44,3,add_to_cart
944,94,2,click
1753,8,2,click
666,90,3,add_to_cart
1507,89,1,view
1951,61,1,view
194,83,1,view
1547,80,2,click
1690,74,1,view
1300,68,2,click
1753,83,3,add_to_cart
506,98,1,view
260,59,2,click
1958,52,1,view
1880,64,2,click
721,75,1,view
1747,68,2,click
1108,88,1,view
1353,63,1,view
1383,2,5,conversion
1683,93,1,view
800,48,1,view
1952,51,2,click
1564,21,2,click
724,73,3,add_to_cart
283,41,1,view
630,78,2,click
1158,20,1,view
457,77,1,view
891,80,2,click
1564,56,2,click
1815,17,2,click
1244,2,1,view
1284,60,1,view
1264,52,1,view
623,8,2,click
1175,79,1,view
44,71,1,view
1601,76,1,view
1404,87,1,view
1145,45,2,click
1742,73,1,view
564,9,5,conversion
396,77,3,add_to_cart
1734,38,1,view
946,31,1,view
938,66,3,add_to_cart
703,26,1,view
1190,68,3,add_to_cart
218,48,1,view
1196,68,1,view
593,40,1,view
1238,21,2,click
1054,50,3,add_to_cart
669,21,1,view
1817,4,1,view
285,58,1,view
819,37,2,click
1846,7,1,view
1114,22,1,view
1707,32,1,view
213,98,1,view
1139,69,2,click
389,85,3,add_to_cart
675,61,1,view
1668,69,2,click
1267,76,2,click
536,95,5,conversion
1133,44,1,view
1772,30,1,view
1895,57,2,click
1874,1,1,view
435,5,2,click
1474,49,2,click
825,13,2,click
1780,99,2,click
1321,26,1,view
1982,45,1,view
198,71,1,view
1157,24,3,add_to_cart
1108,85,3,add_to_cart
602,55,1,view
106,64,2,click
1871,92,3,add_to_cart
1338,15,2,click
331,53,3,add_to_cart
1645,4,1,view
1292,96,1,view
762,88,1,view
472,34,3,add_to_cart
620,32,1,view
1219,5,1,view
561,85,1,view
864,71,3,add_to_cart
820,47,1,view
1925,4,1,view
1612,99,1,view
662,44,2,click
893,61,1,view
1909,54,2,click
377,23,1,view
16,42,1,view
1908,81,2,click
603,56,2,click
529,63,1,view
1844,49,1,view
590,87,2,click
762,76,1,view
895,41,1,view
1736,29,2,click
640,0,1,view
167,17,1,view
1492,44,1,view
340,89,3,add_to_cart
1842,76,1,view
1517,31,1,view
1348,23,3,add_to_cart
1905,8,3,add_to_cart
1595,60,1,view
1594,81,1,view
1986,59,1,view
871,98,1,view
1315,69,2,click
1264,44,2,click
1458,86,1,view
665,21,1,view
1369,39,1,view
1723,44,1,view
1759,40,1,view
236,64,1,view
754,78,1,view
136,7,1,view
106,67,3,add_to_cart
96,46,1,view
189,33,1,view
629,34,1,view
1566,46,2,click
730,98,1,view
897,67,2,click
1747,93,1,view
1706,59,1,view
1189,38,2,click
1169,58,1,view
592,77,1,view
682,29,1,view
1094,3,1,view
255,67,1,view
170,8,2,click
490,82,2,click
1230,23,1,view
76,65,1,view
1095,22,3,add_to_cart
1140,8,1,view
356,61,2,click
402,1,1,view
1136,55,1,view
1401,8,1,view
250,56,2,click
836,41,3,add_to_cart
435,41,2,click
988,65,1,view
1048,72,3,add_to_cart
729,54,2,click
385,37,1,view
781,63,1,view
981,56,2,click
1911,20,2,click
814,75,3,add_to_cart
635,28,1,view
811,17,2,click
1178,32,3,add_to_cart
1288,55,1,view
1855,43,1,view
1203,73,2,click
59,88,1,view
98,68,2,click
696,61,1,view
34,68,3,add_to_cart
1705,87,2,click
335,12,2,click
1106,76,1,view
1069,37,3,add_to_cart
348,83,1,view
567,94,3,add_to_cart
1590,66,1,view
1538,85,2,click
937,74,1,view
349,71,3,add_to_cart
759,99,3,add_to_cart
672,81,2,click
713,96,2,click
1936,66,2,click
1725,75,1,view
293,9,1,view
1195,59,2,click
1247,84,3,add_to_cart
1732,80,3,add_to_cart
1679,17,1,view
1106,24,2,click
1858,57,3,add_to_cart
946,1,3,add_to_cart
1537,74,2,click
1875,33,3,add_to_cart
1660,12,2,click
1627,26,1,view
1557,20,2,click
801,66,1,view
373,92,1,view
60,26,2,click
699,96,1,view
1098,14,2,click
1183,31,2,click
1006,68,1,view
1935,43,2,click
1817,2,2,click
1264,84,3,add_to_cart
1978,92,2,click
1732,21,3,add_to_cart
911,59,2,click
758,40,1,view
1764,54,3,add_to_cart
1198,26,1,view
1616,47,1,view
1697,84,1,view
1033,68,2,click
1545,92,1,view
1533,1,2,click
1369,40,1,view
1378,50,1,view
1524,15,1,view
493,74,1,view
509,68,1,view
1174,60,1,view
1323,40,1,view
498,92,1,view
1175,7,2,click
671,68,2,click
1752,64,2,click
87,36,1,view
1800,17,1,view
1463,59,1,view
142,43,3,add_to_cart
1628,67,1,view
776,96,1,view
1873,56,1,view
1413,44,2,click
1227,51,2,click
428,45,1,view
1267,7,2,click
1283,42,2,click
1997,96,3,add_to_cart
881,11,1,view
1957,37,1,view
504,11,2,click
1762,49,3,add_to_cart
490,74,1,view
380,45,1,view
1796,14,1,view
594,31,1,view
1390,78,1,view
274,65,3,add_to_cart
965,62,1,view
57,20,2,click
863,98,2,click
839,0,1,view
510,37,1,view
168,48,3,add_to_cart
525,8,3,add_to_cart
1398,52,1,view
1829,13,2,click
1426,59,5,conversion
662,81,3,add_to_cart
685,68,3,add_to_cart
1300,38,1,view
543,5,5,conversion
1972,15,1,view
1370,71,2,click
277,62,5,conversion
16,33,1,view
859,26,1,view
1912,65,3,add_to_cart
539,81,1,view
554,58,1,view
1546,74,1,view
649,27,3,add_to_cart
1178,52,2,click
91,53,1,view
532,88,2,click
1878,84,3,add_to_cart
1283,88,3,add_to_cart
1166,22,1,view
1098,97,3,add_to_cart
1922,78,2,click
1567,34,3,add_to_cart
1545,44,1,view
1447,30,3,add_to_cart
1570,42,2,click
1828,58,1,view
1005,15,1,view
1819,25,1,view
1982,54,3,add_to_cart
1965,71,5,conversion
1615,13,2,click
1718,34,2,click
1568,4,1,view
1939,26,2,click
1556,66,3,add_to_cart
1038,63,1,view
962,56,2,click
735,65,1,view
479,27,1,view
1558,60,1,view
1698,32,1,view
1469,1,2,click
1275,14,3,add_to_cart
714,24,2,click
1304,53,5,conversion
381,69,1,view
272,44,1,view
341,5,3,add_to_cart
138,83,3,add_to_cart
1766,29,3,add_to_cart
1251,4,2,click
729,57,1,view
14,34,2,click
135,2,1,view
1413,63,2,click
1717,90,1,view
1157,27,1,view
760,99,1,view
1128,82,1,view
1272,61,2,click
633,12,5,conversion
1891,18,1,view
567,69,5,conversion
57,75,2,click
1142,60,1,view
798,32,3,add_to_cart
1176,52,1,view
363,47,1,view
1015,38,2,click
379,37,1,view
1704,88,2,click
438,22,1,view
220,68,3,add_to_cart
105,4,1,view
783,67,1,view
1408,48,1,view
972,1,1,view
817,57,2,click
347,7,3,add_to_cart
310,99,1,view
1217,42,2,click
484,50,3,add_to_cart
848,92,1,view
1169,46,1,view
1962,69,2,click
20,43,1,view
1238,40,1,view
196,63,1,view
683,72,5,conversion
53,59,1,view
945,11,1,view
1594,4,2,click
351,20,1,view
418,69,3,add_to_cart
1159,5,2,click
967,9,2,click
1015,18,1,view
51,32,1,view
1888,90,2,click
1522,52,2,click
1015,14,2,click
1120,8,1,view
12,58,1,view
501,52,1,view
296,28,2,click
600,16,1,view
295,11,2,click
31,18,1,view
439,75,1,view
168,18,5,conversion
1871,85,2,click
1194,34,1,view
1686,57,2,click
971,23,1,view
46,26,2,click
861,82,2,click
646,12,1,view
267,60,1,view
1334,59,2,click
614,92,2,click
1987,86,1,view
1941,44,3,add_to_cart
735,74,2,click
229,48,1,view
216,13,2,click
226,40,5,conversion
1099,74,3,add_to_cart
186,21,3,add_to_cart
1106,51,5,conversion
1439,36,2,click
1643,68,3,add_to_cart
522,61,2,click
1620,65,2,click
259,27,1,view
120,1,2,click
551,39,1,view
48,65,2,click
897,84,2,click
181,72,1,view
66,62,1,view
1733,72,1,view
895,38,1,view
826,73,2,click
1564,67,3,add_to_cart
1573,25,1,view
1970,93,2,click
1707,25,2,click
471,35,2,click
1044,55,1,view
1934,5,2,click
240,28,2,click
1080,52,1,view
884,23,1,view
1752,1,1,view
340,25,2,click
1006,87,3,add_to_cart
303,1,1,view
673,0,3,add_to_cart
1559,27,1,view
42,2,2,click
771,31,2,click
1523,91,5,conversion
928,30,2,click
1253,0,1,view
1067,73,2,click
1163,11,1,view
243,51,2,click
47,74,5,conversion
1741,11,1,view
1542,94,2,click
1680,30,1,view
1012,25,3,add_to_cart
1519,74,2,click
1935,98,2,click
941,94,2,click
91,49,1,view
1628,93,1,view
1112,10,3,add_to_cart
1774,70,1,view
528,49,1,view
103,2,3,add_to_cart
1671,75,2,click
1401,28,1,view
243,12,2,click
500,57,1,view
196,66,3,add_to_cart
651,11,2,click
1137,82,1,view
530,42,2,click
1554,73,5,conversion
632,19,5,conversion
387,81,1,view
1736,85,1,view
743,26,1,view
489,35,1,view
61,57,1,view
1932,73,2,click
512,36,2,click
1441,34,3,add_to_cart
884,56,1,view
109,12,1,view
282,34,3,add_to_cart
1476,2,3,add_to_cart
1446,98,2,click
187,88,2,click
1885,17,2,click
1051,57,2,click
1570,36,5,conversion
305,50,1,view
1087,44,2,click
143,63,1,view
665,17,1,view
1617,45,2,click
394,52,1,view
1947,28,1,view
930,2,1,view
178,20,2,click
1580,71,5,conversion
1129,89,1,view
1124,14,2,click
1921,8,2,click
1610,80,5,conversion
708,72,1,view
1363,50,1,view
64,7,1,view
354,28,1,view
873,52,1,view
174,16,2,click
1069,18,1,view
60,11,2,click
1527,22,1,view
1851,16,2,click
1894,80,1,view
718,11,1,view
1341,33,3,add_to_cart
1464,47,1,view
1506,54,1,view
665,28,5,conversion
1580,93,3,add_to_cart
1544,33,1,view
1485,5,5,conversion
625,83,1,view
295,56,1,view
448,81,1,view
1690,3,1,view
180,42,1,view
749,63,2,click
1635,80,5,conversion
1974,93,1,view
1731,19,1,view
716,71,5,conversion
170,62,5,conversion
1095,21,1,view
650,96,1,view
1391,16,3,add_to_cart
1368,23,1,view
7,65,1,view
856,90,3,add_to_cart
1914,44,3,add_to_cart
1603,51,5,conversion
1752,16,1,view
156,79,3,add_to_cart
1810,52,3,add_to_cart
905,65,3,add_to_cart
552,79,1,view
956,10,2,click
1184,7,2,click
740,1,1,view
1996,13,3,add_to_cart
621,64,2,click
617,18,1,view
641,34,3,add_to_cart
629,6,1,view
858,94,2,click
1121,19,3,add_to_cart
308,11,1,view
1304,55,3,add_to_cart
1238,94,2,click
335,45,1,view
1609,22,1,view
818,84,2,click
1640,36,2,click
180,98,1,view
1373,90,2,click
1585,25,2,click
164,67,1,view
510,0,3,add_to_cart
878,29,1,view
690,86,2,click
588,64,3,add_to_cart
1029,22,2,click
1081,66,1,view
1641,53,2,click
829,51,1,view
1585,2,1,view
201,12,5,conversion
372,11,1,view
1798,47,1,view
1344,95,1,view
1642,92,1,view
1767,3,1,view
822,6,1,view
1523,67,1,view
1687,30,1,view
205,91,2,click
1786,64,1,view
119,25,1,view
1431,25,1,view
914,70,3,add_to_cart
1275,77,3,add_to_cart
101,10,1,view
565,4,3,add_to_cart
429,38,3,add_to_cart
972,14,1,view
1536,88,1,view
202,75,3,add_to_cart
1560,83,2,click
93,99,2,click
1811,80,2,click
1810,19,2,click
1924,45,2,click
1263,96,5,conversion
1478,64,1,view
1191,82,1,view
1302,59,3,add_to_cart
673,46,3,add_to_cart
1287,15,1,view
1962,56,1,view
691,67,1,view
244,2,1,view
340,71,2,click
1776,56,2,click
7,60,1,view
958,76,2,click
1464,29,1,view
1936,53,1,view
56,70,2,click
227,99,2,click
1998,19,1,view
415,86,2,click
1552,75,2,click
786,32,1,view
1586,15,2,click
993,43,3,add_to_cart
82,57,3,add_to_cart
1146,13,3,add_to_cart
14,23,2,click
1120,1,2,click
1467,70,1,view
720,59,3,add_to_cart
1025,4,1,view
1333,32,2,click
600,24,2,click
276,27,3,add_to_cart
1974,23,1,view
1688,15,1,view
77,49,2,click
1563,48,2,click
1734,58,1,view
1364,60,1,view
1640,56,2,click
730,8,1,view
1413,15,1,view
1740,46,2,click
1924,18,1,view
112,94,1,view
832,38,3,add_to_cart
795,9,1,view
1900,1,1,view
745,5,5,conversion
1955,83,2,click
528,20,1,view
433,89,2,click
230,79,2,click
454,73,1,view
1109,37,2,click
451,3,1,view
1869,13,2,click
1230,9,3,add_to_cart
647,29,1,view
206,47,3,add_to_cart
772,60,2,click
1563,91,2,click
794,89,1,view
1460,31,1,view
1777,78,3,add_to_cart
476,39,2,click
191,0,1,view
1679,15,3,add_to_cart
565,63,1,view
1574,19,1,view
1679,74,2,click
1752,15,1,view
505,70,1,view
1524,97,3,add_to_cart
227,17,2,click
156,57,3,add_to_cart
674,12,1,view
1212,47,2,click
1019,64,1,view
741,33,1,view
1749,81,1,view
1375,76,1,view
465,93,1,view
314,37,2,click
891,97,2,click
757,98,1,view
1583,59,1,view
75,45,1,view
208,3,1,view
125,64,1,view
740,49,3,add_to_cart
1545,83,1,view
1313,96,1,view
1361,92,1,view
200,62,1,view
467,67,1,view
380,56,1,view
149,38,2,click
664,90,1,view
370,49,1,view
1152,22,1,view
1578,96,1,view
1081,51,5,conversion
1829,57,1,view
1057,38,5,conversion
918,53,1,view
278,1,1,view
1827,48,2,click
294,61,3,add_to_cart
1760,90,1,view
692,26,2,click
1980,51,1,view
1416,17,1,view
256,27,3,add_to_cart
883,92,2,click
973,77,1,view
1834,85,2,click
1632,33,2,click
1917,66,5,conversion
1211,86,1,view
117,88,1,view
758,99,1,view
12,44,2,click
1407,67,3,add_to_cart
1236,98,1,view
409,73,1,view
171,41,2,click
920,54,5,conversion
1590,1,1,view
1396,83,2,click
842,57,1,view
970,64,2,click
948,63,2,click
705,32,1,view
1741,9,2,click
1766,3,1,view
1600,67,1,view
1730,23,1,view
1761,51,2,click
266,58,2,click
369,7,2,click
359,82,1,view
211,13,2,click
1711,59,3,add_to_cart
1333,62,1,view
247,62,1,view
336,7,2,click
322,78,3,add_to_cart
761,14,1,view
1714,70,1,view
1133,29,1,view
359,13,3,add_to_cart
1956,74,1,view
1197,22,1,view
1840,23,2,click
1968,72,2,click
28,12,5,conversion
1823,34,1,view
814,34,1,view
158,7,1,view
51,9,1,view
1809,97,1,view
442,10,1,view
397,57,3,add_to_cart
80,43,2,click
1927,4,1,view
406,26,1,view
1710,58,1,view
1877,35,1,view
458,14,3,add_to_cart
902,20,2,click
1602,56,1,view
494,71,1,view
455,72,1,view
814,96,3,add_to_cart
532,7,1,view
716,78,2,click
1674,70,1,view
1431,77,1,view
1238,28,1,view
1435,20,5,conversion
1010,23,2,click
178,20,3,add_to_cart
241,49,1,view
1335,6,1,view
1581,72,3,add_to_cart
121,16,3,add_to_cart
1471,53,1,view
1322,42,3,add_to_cart
929,21,2,click
622,45,5,conversion
1204,62,1,view
1533,80,2,click
47,57,2,click
1035,69,1,view
1671,0,1,view
1014,46,2,click
1733,2,1,view
1117,1,2,click
1889,13,2,click
1725,21,2,click
339,23,2,click
1851,47,2,click
1934,38,3,add_to_cart
487,79,1,view
530,69,2,click
70,74,1,view
1840,20,1,view
394,31,1,view
13,21,1,view
137,5,1,view
766,83,3,add_to_cart
704,7,1,view
1811,93,1,view
691,36,1,view
1470,87,3,add_to_cart
462,51,2,click
1665,70,3,add_to_cart
583,88,2,click
1277,24,2,click
502,24,3,add_to_cart
603,31,1,view
334,75,1,view
14,68,1,view
1155,95,2,click
1321,29,1,view
1703,34,2,click
185,20,3,add_to_cart
117,56,2,click
1538,76,1,view
1858,78,2,click
274,7,1,view
497,63,1,view
154,61,1,view
1204,47,1,view
134,1,1,view
1219,99,3,add_to_cart
1312,11,2,click
1846,57,1,view
1631,12,2,click
370,50,1,view
1439,29,1,view
762,29,2,click
262,54,3,add_to_cart
561,60,1,view
1367,65,2,click
816,32,1,view
1837,18,2,click
1823,79,1,view
918,98,1,view
9,73,2,click
1351,94,3,add_to_cart
1848,34,1,view
281,34,1,view
340,90,1,view
724,88,1,view
679,45,1,view
192,34,1,view
1580,17,1,view
1310,13,1,view
1364,6,2,click
904,62,3,add_to_cart
944,81,1,view
954,77,5,conversion
766,88,2,click
1761,16,1,view
191,64,2,click
1450,32,2,click
1383,41,2,click
1105,14,2,click
1507,0,1,view
1111,61,1,view
883,63,2,click
1698,73,1,view
427,30,2,click
1206,75,5,conversion
880,45,1,view
1787,79,3,add_to_cart
339,43,1,view
1111,85,1,view
887,35,1,view
1064,42,2,click
1608,45,2,click
1086,24,3,add_to_cart
1108,21,5,conversion
656,89,1,view
1625,61,1,view
1614,22,1,view
1040,34,1,view
256,84,2,click
344,46,1,view
443,99,2,click
653,94,1,view
1609,74,1,view
1137,20,1,view
1780,44,1,view
217,68,1,view
1493,84,3,add_to_cart
830,21,2,click
614,57,1,view
842,24,2,click
515,23,2,click
185,21,2,click
503,35,1,view
1166,73,1,view
23,1,2,click
1341,53,1,view
1702,88,1,view
275,52,1,view
537,43,3,add_to_cart
107,74,1,view
397,23,1,view
1712,36,2,click
38,91,1,view
153,6,2,click
172,73,1,view
759,97,1,view
1268,22,1,view
610,59,1,view
1944,75,1,view
1745,0,2,click
859,2,3,add_to_cart
294,59,1,view
76,41,1,view
819,14,3,add_to_cart
1532,53,3,add_to_cart
112,60,5,conversion
1782,16,1,view
447,90,2,click
1923,45,1,view
1172,41,1,view
355,25,1,view
184,56,3,add_to_cart
1349,18,3,add_to_cart
1378,14,1,view
1776,25,2,click
234,1,2,click
1623,79,1,view
1459,11,5,conversion
613,17,3,add_to_cart
1465,12,1,view
565,36,1,view
1533,25,1,view
950,60,2,click
795,66,1,view
1947,53,3,add_to_cart
1540,4,1,view
1418,26,2,click
1237,37,1,view
1996,5,3,add_to_cart
1802,54,3,add_to_cart
969,41,3,add_to_cart
204,65,2,click
40,11,3,add_to_cart
1012,79,2,click
386,22,1,view
374,5,3,add_to_cart
587,71,1,view
630,34,2,click
159,98,1,view
448,34,1,view
1599,42,2,click
1026,49,2,click
918,72,2,click
22,21,1,view
600,98,2,click
1526,28,1,view
1558,17,1,view
1162,5,1,view
957,22,1,view
888,93,2,click
129,83,1,view
1960,0,2,click
465,64,3,add_to_cart
1281,40,1,view
1932,34,1,view
800,92,1,view
657,99,2,click
32,4,2,click
451,61,2,click
536,86,1,view
624,62,3,add_to_cart
1300,52,2,click
601,28,1,view
1958,66,1,view
434,58,1,view
1490,48,1,view
1541,57,3,add_to_cart
1972,44,3,add_to_cart
525,53,3,add_to_cart
269,86,3,add_to_cart
1546,29,1,view
1893,8,1,view
608,88,1,view
763,66,2,click
1169,4,3,add_to_cart
305,57,1,view
1424,21,2,click
225,1,2,click
630,42,1,view
930,83,3,add_to_cart
1151,49,1,view
1999,30,1,view
1541,54,1,view
1842,4,1,view
507,56,1,view
870,75,2,click
432,3,1,view
1320,56,2,click
45,51,1,view
1620,15,2,click
277,23,2,click
861,52,3,add_to_cart
973,73,2,click
1589,10,2,click
1579,65,1,view
1325,64,1,view
446,64,2,click
1384,76,3,add_to_cart
95,49,1,view
420,73,1,view
623,87,3,add_to_cart
1426,65,2,click
1778,64,2,click
818,3,2,click
644,81,1,view
44,85,2,click
1169,17,1,view
241,88,1,view
537,82,3,add_to_cart
865,97,2,click
159,69,3,add_to_cart
1398,92,1,view
833,50,1,view
1718,7,2,click
823,97,1,view
1906,86,3,add_to_cart
30,60,1,view
1658,74,2,click
1570,65,3,add_to_cart
164,86,5,conversion
1671,68,3,add_to_cart
1004,15,2,click
857,89,1,view
1809,98,1,view
1647,29,1,view
937,94,3,add_to_cart
12,68,1,view
1700,39,2,click
351,51,2,click
323,3,1,view
1424,75,2,click
1953,85,1,view
1810,11,2,click
486,41,1,view
1310,76,2,click
231,36,1,view
1158,78,5,conversion
920,3,5,conversion
1226,22,1,view
696,68,1,view
4,47,1,view
1243,67,1,view
556,29,2,click
1049,95,2,click
1348,31,3,add_to_cart
1428,18,2,click
1420,86,3,add_to_cart
154,59,2,click
228,53,1,view
1761,0,1,view
771,82,1,view
454,86,1,view
1808,82,2,click
1768,96,2,click
1886,6,1,view
1332,32,3,add_to_cart
1189,92,2,click
1845,83,2,click
672,0,1,view
919,99,1,view
974,6,3,add_to_cart
319,52,2,click
87,57,3,add_to_cart
416,3,2,click
1104,4,2,click
1839,8,1,view
823,19,2,click
1230,53,2,click
1333,98,1,view
612,67,1,view
1938,3,2,click
39,58,1,view
1039,84,2,click
694,72,1,view
1324,59,2,click
181,9,1,view
4,54,3,add_to_cart
1403,14,2,click
1811,49,3,add_to_cart
351,60,1,view
271,1,2,click
1086,17,3,add_to_cart
491,79,1,view
116,81,2,click
358,53,1,view
1845,33,1,view
447,41,3,add_to_cart
781,80,2,click
1314,32,1,view
1068,87,3,add_to_cart
992,0,1,view
22,94,2,click
1659,84,3,add_to_cart
292,38,1,view
1795,47,1,view
1221,2,2,click
1922,19,5,conversion
939,46,1,view
374,70,3,add_to_cart
1167,57,1,view
1671,90,1,view
1249,48,2,click
919,0,1,view
1544,37,1,view
651,17,3,add_to_cart
1825,88,1,view
720,45,1,view
1564,54,1,view
1543,10,2,click
1669,56,2,click
1595,35,2,click
1988,31,3,add_to_cart
1693,89,1,view
1796,65,2,click
243,45,3,add_to_cart
1167,57,5,conversion
509,66,1,view
1923,91,1,view
311,25,5,conversion
472,54,1,view
825,59,2,click
1279,67,1,view
1198,9,1,view
1190,39,2,click
992,85,3,add_to_cart
276,95,1,view
525,23,2,click
792,23,1,view
841,72,2,click
22,49,1,view
148,58,3,add_to_cart
1165,74,1,view
387,44,1,view
1208,76,2,click
316,75,3,add_to_cart
1235,93,2,click
441,41,2,click
1504,61,3,add_to_cart
818,71,2,click
1454,63,1,view
383,47,3,add_to_cart
888,1,1,view
505,32,2,click
100,66,3,add_to_cart
1653,32,3,add_to_cart
1665,31,1,view
409,77,2,click
388,97,2,click
316,16,1,view
60,0,3,add_to_cart
593,38,1,view
1348,89,1,view
816,18,3,add_to_cart
1483,95,3,add_to_cart
1959,39,2,click
1354,29,3,add_to_cart
1783,36,2,click
1155,9,1,view
242,2,1,view
1662,73,1,view
311,81,3,add_to_cart
962,16,1,view
1255,69,1,view
670,85,1,view
327,95,2,click
1924,89,1,view
1860,1,1,view
1985,90,2,click
113,66,1,view
689,29,1,view
1909,62,5,conversion
876,77,3,add_to_cart
209,79,3,add_to_cart
1144,79,1,view
1874,72,3,add_to_cart
1694,99,2,click
1992,4,2,click
1755,47,1,view
269,0,1,view
1349,46,1,view
1915,0,1,view
836,52,1,view
1077,55,2,click
983,19,2,click
1334,93,2,click
1579,37,3,add_to_cart
13,39,1,view
1923,39,1,view
246,90,1,view
461,9,2,click
987,84,2,click
1741,51,1,view
106,63,1,view
402,82,1,view
1016,44,1,view
858,11,2,click
1560,84,1,view
92,18,2,click
1706,79,2,click
1195,76,2,click
1209,25,2,click
396,26,1,view
388,38,2,click
1659,37,3,add_to_cart
635,35,3,add_to_cart
586,70,2,click
1596,34,1,view
52,56,2,click
1094,53,3,add_to_cart
1586,28,1,view
134,0,2,click
963,52,1,view
1592,96,2,click
1610,60,2,click
1881,88,2,click
1599,45,1,view
1423,30,5,conversion
340,68,2,click
160,34,1,view
394,32,1,view
1666,9,2,click
725,65,1,view
709,69,2,click
1492,94,3,add_to_cart
657,57,1,view
1471,79,1,view
749,31,2,click
239,50,1,view
1007,60,1,view
583,1,2,click
1827,1,2,click
653,39,1,view
565,2,5,conversion
509,77,3,add_to_cart
1457,69,1,view
166,69,1,view
428,75,1,view
1574,20,2,click
1512,93,1,view
1052,47,3,add_to_cart
1114,70,1,view
1942,35,2,click
1420,95,1,view
910,68,2,click
310,50,1,view
1245,89,1,view
1988,48,1,view
895,90,2,click
1775,26,2,click
701,92,1,view
409,7,3,add_to_cart
1238,59,1,view
1740,2,2,click
1038,6,2,click
1721,55,1,view
1035,92,5,conversion
1143,61,5,conversion
87,76,1,view
1391,91,1,view
1432,78,1,view
1718,92,3,add_to_cart
1288,36,3,add_to_cart
161,11,1,view
1753,18,3,add_to_cart
775,12,1,view
1100,35,2,click
1148,6,1,view
1639,51,1,view
1347,15,1,view
1343,51,1,view
931,87,2,click
325,18,1,view
462,76,3,add_to_cart
1388,0,1,view
1949,34,1,view
570,37,1,view
1429,7,3,add_to_cart
1390,86,2,click
1881,81,3,add_to_cart
163,56,2,click
592,49,2,click
1685,79,2,click
1493,31,2,click
862,62,3,add_to_cart
835,16,3,add_to_cart
368,31,1,view
1554,73,1,view
5,46,1,view
27,17,2,click
150,94,2,click
33,16,1,view
1664,71,3,add_to_cart
12,27,3,add_to_cart
1058,51,1,view
1900,6,1,view
85,50,1,view
888,1,1,view
264,93,2,click
1312,11,2,click
878,34,3,add_to_cart
1277,69,2,click
22,27,2,click
1213,15,5,conversion
120,94,1,view
59,18,1,view
47,77,1,view
323,88,1,view
1930,58,2,click
1164,59,2,click
750,29,3,add_to_cart
1176,83,3,add_to_cart
1984,50,1,view
1276,91,2,click
88,17,3,add_to_cart
949,44,3,add_to_cart
1940,63,3,add_to_cart
1354,41,1,view
559,80,2,click
280,5,1,view
1530,71,5,conversion
576,88,1,view
674,28,2,click
254,71,1,view
1149,15,2,click
1219,49,1,view
717,67,1,view
1815,36,2,click
815,51,1,view
343,76,2,click
759,19,1,view
1262,63,1,view
1432,52,1,view
480,52,1,view
860,17,1,view
866,3,1,view
606,57,3,add_to_cart
315,96,1,view
1887,51,1,view
402,45,2,click
128,46,2,click
55,9,1,view
407,87,1,view
903,29,2,click
1300,11,1,view
1656,12,1,view
110,44,2,click
1171,7,1,view
367,32,1,view
428,31,2,click
629,56,2,click
115,90,1,view
541,93,2,click
437,12,2,click
655,88,3,add_to_cart
1879,59,2,click
653,92,1,view
1172,94,1,view
1316,67,2,click
1088,50,1,view
1522,38,3,add_to_cart
828,74,1,view
676,49,3,add_to_cart
1134,30,1,view
660,91,2,click
540,80,2,click
942,50,2,click
14,47,2,click
100,98,1,view
497,95,2,click
1735,60,3,add_to_cart
181,69,1,view
1752,0,3,add_to_cart
205,72,1,view
52,77,1,view
1001,30,1,view
1741,18,2,click
1236,89,1,view
1610,87,1,view
1158,51,1,view
81,23,3,add_to_cart
1887,17,1,view
1562,20,3,add_to_cart
1914,58,1,view
1760,75,2,click
528,21,1,view
1880,30,2,click
1452,20,1,view
1095,43,2,click
95,17,1,view
373,2,2,click
514,88,5,conversion
133,54,2,click
466,97,2,click
1057,35,1,view
435,38,1,view
144,77,2,click
305,77,1,view
1377,61,1,view
657,10,1,view
550,88,1,view
1836,49,1,view
1896,56,1,view
1164,88,2,click
142,25,2,click
452,15,1,view
1467,50,2,click
503,27,2,click
377,99,2,click
1280,92,2,click
1871,16,1,view
957,59,1,view
1923,9,1,view
1486,64,2,click
69,50,1,view
611,93,1,view
1895,56,1,view
1143,46,1,view
775,4,1,view
641,21,2,click
1630,38,1,view
589,10,2,click
76,81,1,view
1450,38,2,click
270,63,1,view
